like_id,user_id,post_id,post_author_id,created_at,period,same_cluster_as_author
l0022108,u0335,p002229,u0088,2026-04-02 21:22:08,after_policy,1
l0022109,u0359,p002229,u0088,2026-04-02 18:05:08,after_policy,0
l0022110,u0128,p002229,u0088,2026-04-03 04:57:08,after_policy,1
l0022111,u0111,p002229,u0088,2026-04-03 01:38:08,after_policy,1
l0022112,u0099,p002229,u0088,2026-04-02 17:37:08,after_policy,1
l0022113,u0139,p002229,u0088,2026-04-02 22:15:08,after_policy,1
l0022114,u0142,p002230,u0288,2026-03-19 00:13:30,after_policy,0
l0022115,u0082,p002230,u0288,2026-03-19 06:23:30,after_policy,1
l0022116,u0079,p002230,u0288,2026-03-19 00:35:30,after_policy,1
l0022117,u0181,p002231,u0049,2026-04-22 11:02:29,after_policy,1
l0022118,u0287,p002231,u0049,2026-04-22 10:00:29,after_policy,1
l0022119,u0284,p002231,u0049,2026-04-22 11:51:29,after_policy,1
l0022120,u0295,p002231,u0049,2026-04-22 16:23:29,after_policy,1
l0022121,u0170,p002231,u0049,2026-04-22 16:37:29,after_policy,1
l0022122,u0113,p002232,u0041,2026-02-20 09:17:48,before_policy,1
l0022123,u0210,p002232,u0041,2026-02-20 04:20:48,before_policy,0
l0022124,u0125,p002232,u0041,2026-02-20 15:00:48,before_policy,1
l0022125,u0154,p002232,u0041,2026-02-20 06:26:48,before_policy,1
l0022126,u0115,p002232,u0041,2026-02-20 14:11:48,before_policy,1
l0022127,u0306,p002232,u0041,2026-02-20 14:41:48,before_policy,1
l0022128,u0119,p002232,u0041,2026-02-20 11:38:48,before_policy,1
l0022129,u0286,p002233,u0115,2026-01-08 01:47:42,before_policy,1
l0022130,u0335,p002234,u0045,2026-04-25 18:00:48,after_policy,1
l0022131,u0099,p002234,u0045,2026-04-25 13:49:48,after_policy,1
l0022132,u0245,p002234,u0045,2026-04-25 15:11:48,after_policy,1
l0022133,u0139,p002234,u0045,2026-04-25 17:39:48,after_policy,1
l0022134,u0001,p002235,u0148,2026-01-28 15:09:55,before_policy,1
l0022135,u0083,p002235,u0148,2026-01-28 10:38:55,before_policy,1
l0022136,u0228,p002235,u0148,2026-01-28 07:50:55,before_policy,1
l0022137,u0359,p002235,u0148,2026-01-28 04:39:55,before_policy,0
l0022138,u0058,p002235,u0148,2026-01-28 03:53:55,before_policy,0
l0022139,u0173,p002236,u0184,2026-04-21 09:42:06,after_policy,1
l0022140,u0025,p002236,u0184,2026-04-21 13:33:06,after_policy,0
l0022141,u0067,p002236,u0184,2026-04-21 15:13:06,after_policy,1
l0022142,u0062,p002236,u0184,2026-04-21 13:49:06,after_policy,1
l0022143,u0231,p002237,u0191,2026-03-01 02:10:23,before_policy,0
l0022144,u0059,p002237,u0191,2026-03-01 10:12:23,before_policy,1
l0022145,u0187,p002237,u0191,2026-03-01 01:29:23,before_policy,1
l0022146,u0188,p002237,u0191,2026-03-01 03:35:23,before_policy,1
l0022147,u0065,p002237,u0191,2026-03-01 07:35:23,before_policy,0
l0022148,u0038,p002237,u0191,2026-03-01 05:28:23,before_policy,0
l0022149,u0183,p002237,u0191,2026-02-28 23:53:23,before_policy,0
l0022150,u0141,p002237,u0191,2026-03-01 09:14:23,before_policy,1
l0022151,u0225,p002237,u0191,2026-03-01 04:12:23,before_policy,1
l0022152,u0124,p002237,u0191,2026-03-01 06:27:23,before_policy,1
l0022153,u0327,p002238,u0086,2026-03-31 03:41:03,after_policy,1
l0022154,u0298,p002238,u0086,2026-03-30 20:37:03,after_policy,1
l0022155,u0249,p002238,u0086,2026-03-31 03:04:03,after_policy,0
l0022156,u0103,p002238,u0086,2026-03-30 17:54:03,after_policy,1
l0022157,u0181,p002238,u0086,2026-03-31 01:59:03,after_policy,1
l0022158,u0086,p002238,u0086,2026-03-31 01:36:03,after_policy,1
l0022159,u0092,p002238,u0086,2026-03-30 18:45:03,after_policy,1
l0022160,u0311,p002238,u0086,2026-03-31 00:57:03,after_policy,1
l0022161,u0241,p002238,u0086,2026-03-30 22:42:03,after_policy,1
l0022162,u0094,p002238,u0086,2026-03-30 18:58:03,after_policy,1
l0022163,u0244,p002238,u0086,2026-03-30 19:09:03,after_policy,1
l0022164,u0295,p002238,u0086,2026-03-30 21:49:03,after_policy,1
l0022165,u0248,p002238,u0086,2026-03-30 21:02:03,after_policy,0
l0022166,u0049,p002238,u0086,2026-03-31 01:04:03,after_policy,1
l0022167,u0037,p002238,u0086,2026-03-30 22:45:03,after_policy,1
l0022168,u0289,p002238,u0086,2026-03-30 18:55:03,after_policy,1
l0022169,u0170,p002238,u0086,2026-03-30 22:33:03,after_policy,1
l0022170,u0004,p002238,u0086,2026-03-30 22:34:03,after_policy,1
l0022171,u0213,p002238,u0086,2026-03-30 20:39:03,after_policy,1
l0022172,u0301,p002238,u0086,2026-03-30 23:12:03,after_policy,0
l0022173,u0294,p002238,u0086,2026-03-31 03:22:03,after_policy,1
l0022174,u0052,p002238,u0086,2026-03-31 04:23:03,after_policy,1
l0022175,u0074,p002238,u0086,2026-03-30 23:08:03,after_policy,1
l0022176,u0046,p002238,u0086,2026-03-30 18:28:03,after_policy,1
l0022177,u0240,p002238,u0086,2026-03-31 01:33:03,after_policy,1
l0022178,u0038,p002238,u0086,2026-03-30 20:20:03,after_policy,1
l0022179,u0244,p002239,u0094,2026-01-15 10:29:41,before_policy,1
l0022180,u0327,p002239,u0094,2026-01-15 19:25:41,before_policy,1
l0022181,u0197,p002239,u0094,2026-01-15 15:37:41,before_policy,1
l0022182,u0295,p002239,u0094,2026-01-15 15:50:41,before_policy,1
l0022183,u0149,p002239,u0094,2026-01-15 19:37:41,before_policy,0
l0022184,u0036,p002240,u0031,2026-03-20 01:19:45,after_policy,1
l0022185,u0205,p002240,u0031,2026-03-19 20:47:45,after_policy,0
l0022186,u0221,p002240,u0031,2026-03-20 01:27:45,after_policy,1
l0022187,u0017,p002240,u0031,2026-03-20 02:30:45,after_policy,1
l0022188,u0132,p002240,u0031,2026-03-20 02:53:45,after_policy,0
l0022189,u0039,p002240,u0031,2026-03-20 03:56:45,after_policy,1
l0022190,u0003,p002240,u0031,2026-03-20 06:45:45,after_policy,1
l0022191,u0103,p002241,u0026,2026-04-08 12:26:16,after_policy,0
l0022192,u0101,p002242,u0165,2026-04-14 22:13:16,after_policy,1
l0022193,u0290,p002243,u0260,2026-01-29 21:36:44,before_policy,1
l0022194,u0291,p002243,u0260,2026-01-29 22:21:44,before_policy,0
l0022195,u0211,p002243,u0260,2026-01-29 20:15:44,before_policy,0
l0022196,u0227,p002243,u0260,2026-01-29 16:35:44,before_policy,0
l0022197,u0127,p002243,u0260,2026-01-29 20:52:44,before_policy,1
l0022198,u0084,p002243,u0260,2026-01-30 00:12:44,before_policy,1
l0022199,u0111,p002243,u0260,2026-01-29 16:43:44,before_policy,1
l0022200,u0066,p002243,u0260,2026-01-29 23:38:44,before_policy,1
l0022201,u0292,p002243,u0260,2026-01-29 15:21:44,before_policy,1
l0022202,u0288,p002243,u0260,2026-01-29 22:26:44,before_policy,1
l0022203,u0163,p002243,u0260,2026-01-29 16:19:44,before_policy,1
l0022204,u0025,p002243,u0260,2026-01-29 20:06:44,before_policy,0
l0022205,u0132,p002244,u0090,2026-02-06 02:48:21,before_policy,0
l0022206,u0272,p002244,u0090,2026-02-06 00:36:21,before_policy,1
l0022207,u0089,p002244,u0090,2026-02-05 23:04:21,before_policy,1
l0022208,u0131,p002244,u0090,2026-02-05 18:16:21,before_policy,1
l0022209,u0007,p002244,u0090,2026-02-06 04:38:21,before_policy,0
l0022210,u0005,p002244,u0090,2026-02-05 22:11:21,before_policy,1
l0022211,u0120,p002244,u0090,2026-02-05 23:00:21,before_policy,1
l0022212,u0277,p002244,u0090,2026-02-05 22:15:21,before_policy,1
l0022213,u0311,p002244,u0090,2026-02-05 23:15:21,before_policy,0
l0022214,u0065,p002244,u0090,2026-02-05 22:25:21,before_policy,1
l0022215,u0228,p002244,u0090,2026-02-06 02:55:21,before_policy,1
l0022216,u0147,p002244,u0090,2026-02-06 04:33:21,before_policy,1
l0022217,u0232,p002244,u0090,2026-02-06 02:49:21,before_policy,1
l0022218,u0303,p002244,u0090,2026-02-05 17:40:21,before_policy,0
l0022219,u0304,p002244,u0090,2026-02-05 23:07:21,before_policy,0
l0022220,u0053,p002244,u0090,2026-02-05 17:49:21,before_policy,1
l0022221,u0340,p002245,u0005,2026-04-05 00:20:00,after_policy,1
l0022222,u0181,p002245,u0005,2026-04-04 23:29:00,after_policy,0
l0022223,u0184,p002245,u0005,2026-04-04 20:44:00,after_policy,0
l0022224,u0232,p002246,u0085,2026-04-13 12:18:07,after_policy,1
l0022225,u0157,p002246,u0085,2026-04-13 12:30:07,after_policy,1
l0022226,u0299,p002246,u0085,2026-04-13 19:03:07,after_policy,1
l0022227,u0065,p002246,u0085,2026-04-13 17:43:07,after_policy,1
l0022228,u0233,p002246,u0085,2026-04-13 09:53:07,after_policy,1
l0022229,u0278,p002246,u0085,2026-04-13 21:31:07,after_policy,1
l0022230,u0096,p002246,u0085,2026-04-13 11:11:07,after_policy,0
l0022231,u0047,p002246,u0085,2026-04-13 19:19:07,after_policy,1
l0022232,u0018,p002246,u0085,2026-04-13 10:19:07,after_policy,1
l0022233,u0165,p002246,u0085,2026-04-13 18:57:07,after_policy,1
l0022234,u0170,p002246,u0085,2026-04-13 10:21:07,after_policy,0
l0022235,u0340,p002246,u0085,2026-04-13 15:15:07,after_policy,1
l0022236,u0005,p002246,u0085,2026-04-13 11:31:07,after_policy,1
l0022237,u0167,p002246,u0085,2026-04-13 13:33:07,after_policy,1
l0022238,u0211,p002246,u0085,2026-04-13 21:06:07,after_policy,1
l0022239,u0050,p002246,u0085,2026-04-13 18:07:07,after_policy,1
l0022240,u0194,p002246,u0085,2026-04-13 13:23:07,after_policy,0
l0022241,u0034,p002246,u0085,2026-04-13 19:30:07,after_policy,1
l0022242,u0239,p002246,u0085,2026-04-13 10:07:07,after_policy,1
l0022243,u0273,p002246,u0085,2026-04-13 16:37:07,after_policy,1
l0022244,u0323,p002246,u0085,2026-04-13 17:21:07,after_policy,0
l0022245,u0124,p002246,u0085,2026-04-13 15:01:07,after_policy,0
l0022246,u0085,p002246,u0085,2026-04-13 21:27:07,after_policy,1
l0022247,u0338,p002246,u0085,2026-04-13 16:09:07,after_policy,1
l0022248,u0302,p002246,u0085,2026-04-13 18:26:07,after_policy,1
l0022249,u0160,p002246,u0085,2026-04-13 09:44:07,after_policy,1
l0022250,u0146,p002246,u0085,2026-04-13 18:53:07,after_policy,1
l0022251,u0003,p002246,u0085,2026-04-13 09:46:07,after_policy,1
l0022252,u0143,p002246,u0085,2026-04-13 19:00:07,after_policy,1
l0022253,u0354,p002247,u0275,2026-04-04 09:52:27,after_policy,1
l0022254,u0138,p002247,u0275,2026-04-04 10:10:27,after_policy,1
l0022255,u0268,p002247,u0275,2026-04-04 09:10:27,after_policy,1
l0022256,u0244,p002247,u0275,2026-04-04 12:10:27,after_policy,0
l0022257,u0005,p002248,u0050,2026-02-09 16:10:34,before_policy,1
l0022258,u0231,p002248,u0050,2026-02-09 12:37:34,before_policy,0
l0022259,u0211,p002248,u0050,2026-02-09 13:58:34,before_policy,1
l0022260,u0006,p002248,u0050,2026-02-09 21:22:34,before_policy,1
l0022261,u0012,p002248,u0050,2026-02-09 19:50:34,before_policy,1
l0022262,u0240,p002248,u0050,2026-02-09 14:27:34,before_policy,0
l0022263,u0053,p002248,u0050,2026-02-09 13:54:34,before_policy,1
l0022264,u0239,p002248,u0050,2026-02-09 11:21:34,before_policy,1
l0022265,u0172,p002248,u0050,2026-02-09 18:14:34,before_policy,0
l0022266,u0065,p002248,u0050,2026-02-09 22:45:34,before_policy,1
l0022267,u0003,p002248,u0050,2026-02-09 16:29:34,before_policy,1
l0022268,u0272,p002248,u0050,2026-02-09 22:09:34,before_policy,1
l0022269,u0034,p002248,u0050,2026-02-09 15:37:34,before_policy,1
l0022270,u0354,p002248,u0050,2026-02-09 15:13:34,before_policy,1
l0022271,u0245,p002248,u0050,2026-02-09 17:42:34,before_policy,0
l0022272,u0251,p002249,u0322,2026-01-24 17:07:54,before_policy,1
l0022273,u0121,p002250,u0199,2026-04-22 07:39:29,after_policy,1
l0022274,u0028,p002250,u0199,2026-04-22 12:45:29,after_policy,1
l0022275,u0191,p002250,u0199,2026-04-22 06:30:29,after_policy,1
l0022276,u0178,p002250,u0199,2026-04-22 14:00:29,after_policy,1
l0022277,u0061,p002250,u0199,2026-04-22 06:48:29,after_policy,1
l0022278,u0059,p002250,u0199,2026-04-22 14:38:29,after_policy,1
l0022279,u0091,p002250,u0199,2026-04-22 05:21:29,after_policy,1
l0022280,u0261,p002250,u0199,2026-04-22 15:18:29,after_policy,1
l0022281,u0023,p002250,u0199,2026-04-22 08:58:29,after_policy,1
l0022282,u0208,p002250,u0199,2026-04-22 15:31:29,after_policy,0
l0022283,u0355,p002250,u0199,2026-04-22 08:32:29,after_policy,1
l0022284,u0267,p002250,u0199,2026-04-22 10:46:29,after_policy,1
l0022285,u0344,p002250,u0199,2026-04-22 05:52:29,after_policy,1
l0022286,u0030,p002250,u0199,2026-04-22 08:32:29,after_policy,1
l0022287,u0032,p002250,u0199,2026-04-22 15:39:29,after_policy,1
l0022288,u0022,p002250,u0199,2026-04-22 13:06:29,after_policy,1
l0022289,u0293,p002250,u0199,2026-04-22 15:15:29,after_policy,1
l0022290,u0252,p002250,u0199,2026-04-22 12:25:29,after_policy,1
l0022291,u0218,p002250,u0199,2026-04-22 14:46:29,after_policy,1
l0022292,u0315,p002250,u0199,2026-04-22 13:23:29,after_policy,1
l0022293,u0055,p002250,u0199,2026-04-22 11:17:29,after_policy,0
l0022294,u0226,p002250,u0199,2026-04-22 05:57:29,after_policy,1
l0022295,u0112,p002250,u0199,2026-04-22 15:48:29,after_policy,1
l0022296,u0125,p002251,u0303,2026-04-03 19:40:21,after_policy,1
l0022297,u0130,p002251,u0303,2026-04-03 21:31:21,after_policy,1
l0022298,u0246,p002251,u0303,2026-04-03 14:47:21,after_policy,1
l0022299,u0080,p002251,u0303,2026-04-03 11:51:21,after_policy,1
l0022300,u0151,p002251,u0303,2026-04-03 21:11:21,after_policy,1
l0022301,u0075,p002251,u0303,2026-04-03 17:05:21,after_policy,1
l0022302,u0154,p002251,u0303,2026-04-03 18:58:21,after_policy,1
l0022303,u0106,p002251,u0303,2026-04-03 17:37:21,after_policy,1
l0022304,u0232,p002251,u0303,2026-04-03 15:16:21,after_policy,0
l0022305,u0057,p002251,u0303,2026-04-03 14:21:21,after_policy,1
l0022306,u0318,p002251,u0303,2026-04-03 15:47:21,after_policy,1
l0022307,u0329,p002251,u0303,2026-04-03 21:50:21,after_policy,1
l0022308,u0216,p002251,u0303,2026-04-03 10:42:21,after_policy,1
l0022309,u0119,p002251,u0303,2026-04-03 18:32:21,after_policy,1
l0022310,u0113,p002251,u0303,2026-04-03 18:08:21,after_policy,1
l0022311,u0118,p002251,u0303,2026-04-03 15:19:21,after_policy,1
l0022312,u0077,p002251,u0303,2026-04-03 21:02:21,after_policy,1
l0022313,u0350,p002251,u0303,2026-04-03 10:17:21,after_policy,1
l0022314,u0197,p002251,u0303,2026-04-03 12:02:21,after_policy,0
l0022315,u0052,p002251,u0303,2026-04-03 14:01:21,after_policy,0
l0022316,u0114,p002251,u0303,2026-04-03 20:11:21,after_policy,0
l0022317,u0282,p002251,u0303,2026-04-03 21:24:21,after_policy,1
l0022318,u0020,p002251,u0303,2026-04-03 10:31:21,after_policy,0
l0022319,u0073,p002251,u0303,2026-04-03 15:11:21,after_policy,1
l0022320,u0243,p002251,u0303,2026-04-03 10:17:21,after_policy,1
l0022321,u0348,p002251,u0303,2026-04-03 10:42:21,after_policy,1
l0022322,u0202,p002252,u0105,2026-04-20 01:26:13,after_policy,1
l0022323,u0059,p002252,u0105,2026-04-19 23:56:13,after_policy,1
l0022324,u0344,p002252,u0105,2026-04-20 03:30:13,after_policy,1
l0022325,u0176,p002252,u0105,2026-04-20 02:33:13,after_policy,0
l0022326,u0252,p002252,u0105,2026-04-19 23:28:13,after_policy,1
l0022327,u0210,p002252,u0105,2026-04-20 08:39:13,after_policy,1
l0022328,u0225,p002252,u0105,2026-04-20 03:19:13,after_policy,1
l0022329,u0171,p002252,u0105,2026-04-20 00:04:13,after_policy,1
l0022330,u0091,p002252,u0105,2026-04-20 04:54:13,after_policy,1
l0022331,u0226,p002252,u0105,2026-04-20 03:39:13,after_policy,1
l0022332,u0133,p002252,u0105,2026-04-20 02:01:13,after_policy,1
l0022333,u0352,p002252,u0105,2026-04-20 11:06:13,after_policy,1
l0022334,u0197,p002252,u0105,2026-04-20 08:13:13,after_policy,0
l0022335,u0246,p002252,u0105,2026-04-20 07:47:13,after_policy,0
l0022336,u0149,p002252,u0105,2026-04-20 07:21:13,after_policy,1
l0022337,u0078,p002252,u0105,2026-04-20 05:47:13,after_policy,1
l0022338,u0254,p002252,u0105,2026-04-20 09:42:13,after_policy,1
l0022339,u0187,p002252,u0105,2026-04-20 01:26:13,after_policy,1
l0022340,u0023,p002252,u0105,2026-04-20 09:50:13,after_policy,1
l0022341,u0315,p002252,u0105,2026-04-20 08:49:13,after_policy,1
l0022342,u0235,p002252,u0105,2026-04-20 08:27:13,after_policy,1
l0022343,u0135,p002252,u0105,2026-04-20 11:18:13,after_policy,1
l0022344,u0114,p002252,u0105,2026-04-20 00:06:13,after_policy,1
l0022345,u0107,p002253,u0347,2026-03-18 03:00:38,after_policy,1
l0022346,u0065,p002253,u0347,2026-03-18 05:57:38,after_policy,1
l0022347,u0299,p002253,u0347,2026-03-18 12:14:38,after_policy,1
l0022348,u0029,p002253,u0347,2026-03-18 08:14:38,after_policy,0
l0022349,u0101,p002253,u0347,2026-03-18 13:14:38,after_policy,1
l0022350,u0042,p002253,u0347,2026-03-18 12:24:38,after_policy,0
l0022351,u0039,p002253,u0347,2026-03-18 10:52:38,after_policy,1
l0022352,u0005,p002253,u0347,2026-03-18 09:00:38,after_policy,1
l0022353,u0074,p002253,u0347,2026-03-18 06:39:38,after_policy,0
l0022354,u0083,p002253,u0347,2026-03-18 09:55:38,after_policy,1
l0022355,u0003,p002253,u0347,2026-03-18 10:51:38,after_policy,1
l0022356,u0301,p002253,u0347,2026-03-18 03:40:38,after_policy,1
l0022357,u0143,p002253,u0347,2026-03-18 03:51:38,after_policy,1
l0022358,u0147,p002253,u0347,2026-03-18 05:30:38,after_policy,1
l0022359,u0098,p002253,u0347,2026-03-18 08:00:38,after_policy,1
l0022360,u0117,p002253,u0347,2026-03-18 13:02:38,after_policy,0
l0022361,u0278,p002253,u0347,2026-03-18 05:06:38,after_policy,1
l0022362,u0108,p002253,u0347,2026-03-18 10:31:38,after_policy,1
l0022363,u0228,p002253,u0347,2026-03-18 03:51:38,after_policy,1
l0022364,u0275,p002253,u0347,2026-03-18 08:13:38,after_policy,1
l0022365,u0034,p002253,u0347,2026-03-18 06:14:38,after_policy,1
l0022366,u0010,p002253,u0347,2026-03-18 03:48:38,after_policy,0
l0022367,u0250,p002254,u0103,2026-02-17 20:15:01,before_policy,0
l0022368,u0005,p002254,u0103,2026-02-18 01:39:01,before_policy,0
l0022369,u0047,p002254,u0103,2026-02-17 21:14:01,before_policy,0
l0022370,u0182,p002254,u0103,2026-02-18 00:26:01,before_policy,0
l0022371,u0294,p002254,u0103,2026-02-18 03:22:01,before_policy,1
l0022372,u0026,p002255,u0255,2026-03-16 21:07:43,after_policy,1
l0022373,u0063,p002255,u0255,2026-03-16 12:10:43,after_policy,1
l0022374,u0067,p002255,u0255,2026-03-16 23:25:43,after_policy,1
l0022375,u0260,p002255,u0255,2026-03-16 18:27:43,after_policy,1
l0022376,u0163,p002255,u0255,2026-03-16 22:31:43,after_policy,1
l0022377,u0209,p002255,u0255,2026-03-16 19:34:43,after_policy,1
l0022378,u0200,p002255,u0255,2026-03-16 14:18:43,after_policy,1
l0022379,u0128,p002255,u0255,2026-03-16 14:05:43,after_policy,1
l0022380,u0100,p002256,u0115,2026-04-07 08:11:52,after_policy,1
l0022381,u0139,p002256,u0115,2026-04-07 06:19:52,after_policy,0
l0022382,u0238,p002256,u0115,2026-04-07 06:20:52,after_policy,1
l0022383,u0246,p002256,u0115,2026-04-07 00:27:52,after_policy,1
l0022384,u0345,p002256,u0115,2026-04-06 21:09:52,after_policy,1
l0022385,u0231,p002256,u0115,2026-04-07 02:04:52,after_policy,1
l0022386,u0220,p002256,u0115,2026-04-07 07:01:52,after_policy,1
l0022387,u0015,p002256,u0115,2026-04-07 01:34:52,after_policy,1
l0022388,u0229,p002256,u0115,2026-04-07 00:44:52,after_policy,1
l0022389,u0310,p002256,u0115,2026-04-07 05:54:52,after_policy,1
l0022390,u0035,p002256,u0115,2026-04-06 23:44:52,after_policy,1
l0022391,u0011,p002256,u0115,2026-04-07 06:43:52,after_policy,1
l0022392,u0306,p002256,u0115,2026-04-07 01:46:52,after_policy,1
l0022393,u0303,p002256,u0115,2026-04-07 05:16:52,after_policy,1
l0022394,u0333,p002256,u0115,2026-04-07 01:44:52,after_policy,1
l0022395,u0104,p002256,u0115,2026-04-06 20:51:52,after_policy,0
l0022396,u0042,p002256,u0115,2026-04-07 00:32:52,after_policy,1
l0022397,u0185,p002256,u0115,2026-04-07 01:04:52,after_policy,1
l0022398,u0243,p002256,u0115,2026-04-06 23:39:52,after_policy,1
l0022399,u0151,p002256,u0115,2026-04-07 04:03:52,after_policy,1
l0022400,u0204,p002256,u0115,2026-04-07 07:48:52,after_policy,1
l0022401,u0318,p002256,u0115,2026-04-07 00:06:52,after_policy,1
l0022402,u0123,p002256,u0115,2026-04-07 08:20:52,after_policy,1
l0022403,u0334,p002256,u0115,2026-04-06 20:52:52,after_policy,1
l0022404,u0135,p002257,u0096,2026-03-10 00:08:16,after_policy,1
l0022405,u0287,p002257,u0096,2026-03-09 18:53:16,after_policy,0
l0022406,u0166,p002257,u0096,2026-03-09 22:59:16,after_policy,1
l0022407,u0236,p002257,u0096,2026-03-09 23:45:16,after_policy,1
l0022408,u0149,p002257,u0096,2026-03-09 17:08:16,after_policy,1
l0022409,u0251,p002257,u0096,2026-03-09 13:58:16,after_policy,1
l0022410,u0078,p002258,u0330,2026-03-12 06:41:21,after_policy,1
l0022411,u0152,p002258,u0330,2026-03-12 06:20:21,after_policy,1
l0022412,u0252,p002258,u0330,2026-03-12 14:03:21,after_policy,1
l0022413,u0323,p002258,u0330,2026-03-12 12:40:21,after_policy,1
l0022414,u0091,p002258,u0330,2026-03-12 10:17:21,after_policy,1
l0022415,u0166,p002258,u0330,2026-03-12 08:52:21,after_policy,1
l0022416,u0315,p002258,u0330,2026-03-12 06:09:21,after_policy,1
l0022417,u0133,p002258,u0330,2026-03-12 12:58:21,after_policy,1
l0022418,u0008,p002258,u0330,2026-03-12 13:51:21,after_policy,1
l0022419,u0095,p002258,u0330,2026-03-12 09:47:21,after_policy,1
l0022420,u0047,p002259,u0269,2026-03-22 20:14:02,after_policy,0
l0022421,u0110,p002259,u0269,2026-03-22 15:06:02,after_policy,1
l0022422,u0291,p002259,u0269,2026-03-22 11:32:02,after_policy,1
l0022423,u0078,p002259,u0269,2026-03-22 12:25:02,after_policy,1
l0022424,u0250,p002259,u0269,2026-03-22 16:12:02,after_policy,1
l0022425,u0156,p002259,u0269,2026-03-22 16:06:02,after_policy,1
l0022426,u0293,p002259,u0269,2026-03-22 11:17:02,after_policy,1
l0022427,u0030,p002259,u0269,2026-03-22 13:54:02,after_policy,1
l0022428,u0230,p002259,u0269,2026-03-22 18:38:02,after_policy,1
l0022429,u0095,p002259,u0269,2026-03-22 15:50:02,after_policy,1
l0022430,u0026,p002259,u0269,2026-03-22 10:04:02,after_policy,0
l0022431,u0178,p002259,u0269,2026-03-22 15:58:02,after_policy,1
l0022432,u0121,p002259,u0269,2026-03-22 18:17:02,after_policy,1
l0022433,u0182,p002259,u0269,2026-03-22 17:23:02,after_policy,1
l0022434,u0231,p002259,u0269,2026-03-22 15:15:02,after_policy,0
l0022435,u0294,p002260,u0298,2026-03-30 07:16:51,after_policy,1
l0022436,u0138,p002261,u0155,2026-03-26 13:36:21,after_policy,1
l0022437,u0107,p002261,u0155,2026-03-26 16:26:21,after_policy,1
l0022438,u0104,p002261,u0155,2026-03-26 12:07:21,after_policy,1
l0022439,u0155,p002261,u0155,2026-03-26 07:26:21,after_policy,1
l0022440,u0024,p002262,u0008,2026-02-23 09:44:16,before_policy,1
l0022441,u0150,p002262,u0008,2026-02-23 02:03:16,before_policy,1
l0022442,u0258,p002262,u0008,2026-02-23 05:02:16,before_policy,1
l0022443,u0142,p002262,u0008,2026-02-23 03:29:16,before_policy,0
l0022444,u0267,p002262,u0008,2026-02-23 06:33:16,before_policy,1
l0022445,u0342,p002262,u0008,2026-02-22 23:44:16,before_policy,1
l0022446,u0058,p002262,u0008,2026-02-23 01:46:16,before_policy,1
l0022447,u0010,p002262,u0008,2026-02-23 09:55:16,before_policy,0
l0022448,u0146,p002263,u0211,2026-03-15 00:01:47,after_policy,1
l0022449,u0090,p002263,u0211,2026-03-14 12:21:47,after_policy,1
l0022450,u0006,p002263,u0211,2026-03-14 13:49:47,after_policy,1
l0022451,u0255,p002263,u0211,2026-03-14 12:33:47,after_policy,0
l0022452,u0325,p002264,u0011,2026-04-29 08:39:16,after_policy,1
l0022453,u0318,p002264,u0011,2026-04-29 01:21:16,after_policy,1
l0022454,u0322,p002264,u0011,2026-04-29 07:01:16,after_policy,0
l0022455,u0136,p002264,u0011,2026-04-29 04:33:16,after_policy,1
l0022456,u0046,p002264,u0011,2026-04-29 00:27:16,after_policy,0
l0022457,u0051,p002264,u0011,2026-04-28 22:36:16,after_policy,1
l0022458,u0196,p002265,u0333,2026-03-30 10:54:53,after_policy,1
l0022459,u0134,p002265,u0333,2026-03-30 07:32:53,after_policy,1
l0022460,u0100,p002265,u0333,2026-03-30 05:02:53,after_policy,1
l0022461,u0270,p002265,u0333,2026-03-30 03:27:53,after_policy,1
l0022462,u0236,p002265,u0333,2026-03-30 04:15:53,after_policy,0
l0022463,u0279,p002265,u0333,2026-03-30 09:01:53,after_policy,1
l0022464,u0043,p002265,u0333,2026-03-30 04:11:53,after_policy,1
l0022465,u0306,p002265,u0333,2026-03-30 06:19:53,after_policy,1
l0022466,u0243,p002265,u0333,2026-03-30 05:35:53,after_policy,1
l0022467,u0139,p002265,u0333,2026-03-29 23:32:53,after_policy,0
l0022468,u0342,p002265,u0333,2026-03-30 10:24:53,after_policy,0
l0022469,u0201,p002265,u0333,2026-03-30 02:11:53,after_policy,1
l0022470,u0248,p002265,u0333,2026-03-29 23:33:53,after_policy,1
l0022471,u0164,p002265,u0333,2026-03-30 01:34:53,after_policy,1
l0022472,u0071,p002265,u0333,2026-03-30 02:26:53,after_policy,1
l0022473,u0346,p002265,u0333,2026-03-30 05:39:53,after_policy,1
l0022474,u0256,p002265,u0333,2026-03-30 09:10:53,after_policy,1
l0022475,u0305,p002265,u0333,2026-03-30 01:18:53,after_policy,1
l0022476,u0021,p002265,u0333,2026-03-30 03:57:53,after_policy,1
l0022477,u0057,p002265,u0333,2026-03-30 05:24:53,after_policy,1
l0022478,u0118,p002265,u0333,2026-03-29 23:23:53,after_policy,1
l0022479,u0286,p002265,u0333,2026-03-30 01:35:53,after_policy,1
l0022480,u0142,p002265,u0333,2026-03-30 10:19:53,after_policy,1
l0022481,u0179,p002266,u0192,2026-02-08 21:56:06,before_policy,1
l0022482,u0257,p002266,u0192,2026-02-09 03:04:06,before_policy,1
l0022483,u0255,p002266,u0192,2026-02-09 07:08:06,before_policy,0
l0022484,u0107,p002266,u0192,2026-02-09 02:33:06,before_policy,0
